16.7	-5.168	2.10445e-22	0.937	0.8305
16.8	-4.136	2.02345e-22	0.508	0.81975
16.9	-5.464	2.44815e-22	0.696	0.82825
17	-6.204	2.46343e-22	0.53	0.81075
17.1	-4.82	1.9881e-22	0.079	0.83775
17.2	-5.928	2.37038e-22	2.618	0.81575
17.3	-5.498	2.06657e-22	1.382	0.81925
17.4	-5.076	2.67442e-22	0.886	0.8465
17.5	-5.832	2.30534e-22	1.001	0.8235
17.6	-5.788	2.42551e-22	0.036	0.831
17.7	-5.648	2.01086e-22	0.528	0.8375
17.8	-5.782	1.96916e-22	0.799	0.83675
17.9	-5.054	2.06929e-22	0.763	0.82725
18	-5.184	2.57175e-22	0.401	0.83275
18.1	-4.726	2.19306e-22	1.277	0.83975
18.2	-4.904	2.52988e-22	0.025	0.83625
18.3	-4.802	1.98086e-22	0.633	0.8355
18.4	-4.926	2.16309e-22	1.074	0.85025
18.5	-5.912	1.74259e-22	0.039	0.8445
18.6	-5.202	2.19999e-22	0.578	0.8405
18.7	-5.128	1.81004e-22	0.105	0.835
18.8	-4.518	2.39078e-22	2.483	0.84425
18.9	-4.12	2.17863e-22	0.363	0.84175
19	-5.184	2.24595e-22	0.575	0.84475
19.1	-4.046	2.3341e-22	0.181	0.85175
19.2	-4.862	2.36822e-22	0.214	0.846
19.3	-4.478	1.60411e-22	0.456	0.854
19.4	-5.31	1.74138e-22	1.992	0.85325
19.5	-4.238	2.09618e-22	0.153	0.84625
19.6	-4.26	2.05181e-22	0.159	0.86175
19.7	-5.128	2.12285e-22	1.069	0.847
19.8	-5.994	1.70698e-22	2.266	0.84425
19.9	-5.44	2.43112e-22	0.891	0.8375
20	-5.304	1.91628e-22	0.519	0.84675
